Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Utilities,LotConfig,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,MasVnrArea,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageCars,GarageQual,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleCondition,SalePrice,LotShape_IR2,LotShape_IR3,LotShape_Reg,LandContour_HLS,LandContour_Low,LandContour_Lvl,LandSlope_Mod,LandSlope_Sev,ExterQual_Fa,ExterQual_Gd,KitchenQual_Fa,KitchenQual_Gd,GarageFinish_Fin,GarageFinish_RFn,GarageFinish_Unf,PavedDrive_P,PavedDrive_Y
417,60,191004.99478714162,74.0,7844,1,0,176938.0475285171,136793.13513513515,184495.49206349207,181169.40553633217,185763.80737704918,210051.76404494382,6,7,1978,1978,218876.93356643355,179803.6792189679,163077.45045045044,203.0,184034.89625585024,149805.714511041,140759.81818181818,183632.6209000763,165652.29590766,161573.06818181818,209,184694.69028662422,0,463,672,182021.19537815126,142362.8761682243,1,186825.1131934033,728,0,1400,0,0,1,1,3,1,183429.14705882352,1,205723.48881789137,202892.65632183908,1978.0,2,187489.8360030511,0,0,0,0,0,0,0,3,2006,175202.21953255427,149500,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True
418,70,191004.99478714162,86.0,22420,1,0,176938.0475285171,210624.72549019608,142475.4814814815,181169.40553633217,185763.80737704918,210051.76404494382,6,6,1918,1950,218876.93356643355,179803.6792189679,149841.64563106795,0.0,184034.89625585024,132291.07534246575,202688.4789644013,183632.6209000763,165652.29590766,149493.6554054054,1128,184694.69028662422,0,242,1370,166632.16666666666,142362.8761682243,0,122196.89361702128,1254,0,2624,1,0,2,1,4,1,183429.14705882352,1,226351.41578947369,134091.16279069768,1918.0,3,187489.8360030511,0,0,0,0,0,0,0,11,2007,175202.21953255427,239000,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
419,50,191004.99478714162,60.0,8160,1,0,176938.0475285171,128219.7,184495.49206349207,181169.40553633217,185763.80737704918,143116.74025974027,5,6,1940,1950,171483.95617879054,179803.6792189679,149422.17727272728,0.0,184034.89625585024,132291.07534246575,140759.81818181818,183632.6209000763,165652.29590766,161573.06818181818,312,184694.69028662422,0,444,756,182021.19537815126,123919.48979591837,0,107675.44444444444,378,0,1134,1,0,1,1,3,1,183429.14705882352,0,141331.48260869566,134091.16279069768,1940.0,1,187489.8360030511,0,0,0,0,0,0,0,4,2007,104125.0,126000,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False
420,20,191004.99478714162,65.0,8450,1,0,176938.0475285171,145847.08,184495.49206349207,181169.40553633217,185763.80737704918,175985.4779614325,5,6,1968,1968,171483.95617879054,179803.6792189679,213732.90097087377,0.0,184034.89625585024,149805.714511041,140759.81818181818,183632.6209000763,165652.29590766,149493.6554054054,775,184694.69028662422,0,281,1056,182021.19537815126,214914.42914979756,1,186825.1131934033,0,0,1056,1,0,1,0,3,1,183429.14705882352,1,167298.48484848486,202892.65632183908,1968.0,1,187489.8360030511,0,85,184,0,0,0,0,7,2010,175202.21953255427,142000,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True
421,90,126316.83027522935,78.0,7060,1,0,176938.0475285171,156270.1224489796,184495.49206349207,181169.40553633217,133541.07692307694,135074.48648648648,7,5,1997,1998,171483.95617879054,179803.6792189679,213732.90097087377,200.0,168897.5684931507,225230.44204018547,202688.4789644013,213599.9076923077,257689.80597014926,235413.72009569377,1309,184694.69028662422,0,35,1344,182021.19537815126,214914.42914979756,1,186825.1131934033,0,0,1344,2,0,2,0,2,2,183429.14705882352,0,141331.48260869566,202892.65632183908,1997.0,4,187489.8360030511,0,0,0,0,0,0,0,11,2008,167377.41666666666,206300,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True
422,20,191004.99478714162,70.04995836802665,16635,1,0,177934.5744680851,189050.0684931507,184495.49206349207,181169.40553633217,185763.80737704918,175985.4779614325,6,7,1977,2000,171483.95617879054,179803.6792189679,231690.65573770492,126.0,184034.89625585024,149805.714511041,202688.4789644013,183632.6209000763,165652.29590766,161573.06818181818,1246,184694.69028662422,0,356,1602,182021.19537815126,156858.87136929462,1,186825.1131934033,0,0,1602,0,1,2,0,3,1,183429.14705882352,1,205723.48881789137,202892.65632183908,1977.0,2,187489.8360030511,240,0,0,0,0,0,0,6,2009,175202.21953255427,215000,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,False,True
423,20,191004.99478714162,100.0,21750,1,0,176938.0475285171,156270.1224489796,135091.66666666666,181169.40553633217,185763.80737704918,175985.4779614325,5,5,1954,1954,218876.93356643355,179803.6792189679,163077.45045045044,0.0,184034.89625585024,149805.714511041,140759.81818181818,183632.6209000763,165652.29590766,170670.57674418605,0,184694.69028662422,0,988,988,182021.19537815126,214914.42914979756,1,122196.89361702128,0,0,988,0,0,1,0,2,1,183429.14705882352,0,141331.48260869566,202892.65632183908,1954.0,2,187489.8360030511,0,0,0,0,0,0,0,2,2008,175202.21953255427,113000,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False
424,60,191004.99478714162,80.0,9200,1,0,176938.0475285171,335295.31707317074,184495.49206349207,181169.40553633217,185763.80737704918,210051.76404494382,8,5,1998,1998,171483.95617879054,179803.6792189679,213732.90097087377,473.0,184034.89625585024,225230.44204018547,202688.4789644013,183632.6209000763,165652.29590766,235413.72009569377,986,184694.69028662422,0,484,1470,182021.19537815126,156858.87136929462,1,186825.1131934033,1160,0,2630,1,0,2,1,4,1,183429.14705882352,1,205723.48881789137,202892.65632183908,1998.0,3,187489.8360030511,0,66,0,0,0,0,0,6,2008,175202.21953255427,315000,False,False,True,False,False,True,False,False,False,True,False,True,True,False,False,False,True
425,20,191004.99478714162,72.0,9000,1,0,176938.0475285171,145847.08,184495.49206349207,181169.40553633217,185763.80737704918,175985.4779614325,6,5,1956,1956,171483.95617879054,179803.6792189679,149841.64563106795,74.0,184034.89625585024,149805.714511041,202688.4789644013,183632.6209000763,165652.29590766,151852.7027027027,616,184694.69028662422,0,580,1196,182021.19537815126,156858.87136929462,1,122196.89361702128,0,0,1196,1,0,1,0,2,1,183429.14705882352,1,226351.41578947369,202892.65632183908,1956.0,1,187489.8360030511,0,44,0,0,0,0,0,5,2008,175202.21953255427,139000,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True
426,60,126316.83027522935,60.0,3378,1,0,176938.0475285171,128225.30088495575,184495.49206349207,181169.40553633217,185763.80737704918,210051.76404494382,7,8,1946,1992,171483.95617879054,179803.6792189679,163077.45045045044,0.0,168897.5684931507,149805.714511041,140759.81818181818,183632.6209000763,165652.29590766,170670.57674418605,0,184694.69028662422,0,651,651,182021.19537815126,156858.87136929462,1,186825.1131934033,682,0,1389,0,0,1,1,3,1,183429.14705882352,2,226351.41578947369,134091.16279069768,1947.0,1,187489.8360030511,0,0,126,0,0,0,0,9,2009,175202.21953255427,135000,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False
427,80,191004.99478714162,70.04995836802665,12800,1,0,176938.0475285171,186555.7966101695,184495.49206349207,181169.40553633217,185763.80737704918,166703.38461538462,7,5,1989,1989,171483.95617879054,179803.6792189679,149841.64563106795,145.0,184034.89625585024,225230.44204018547,202688.4789644013,183632.6209000763,257689.80597014926,235413.72009569377,1518,184694.69028662422,0,0,1518,182021.19537815126,156858.87136929462,1,186825.1131934033,0,0,1644,1,1,2,0,2,1,183429.14705882352,1,205723.48881789137,202892.65632183908,1989.0,2,187489.8360030511,80,0,0,0,396,0,0,8,2009,175202.21953255427,275000,False,False,True,False,True,False,True,False,False,True,False,True,True,False,False,False,True
428,20,191004.99478714162,77.0,8593,1,0,176938.0475285171,145847.08,184495.49206349207,181169.40553633217,185763.80737704918,175985.4779614325,4,6,1957,1957,218876.93356643355,179803.6792189679,149422.17727272728,0.0,184034.89625585024,149805.714511041,140759.81818181818,183632.6209000763,165652.29590766,146889.24812030076,288,184694.69028662422,0,619,907,182021.19537815126,214914.42914979756,1,186825.1131934033,0,0,907,0,0,1,0,3,1,183429.14705882352,0,141331.48260869566,134091.16279069768,1964.0,1,187489.8360030511,0,0,0,0,0,0,0,7,2008,175202.21953255427,109008,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True
429,20,191004.99478714162,64.0,6762,1,0,176938.0475285171,197965.77333333335,184495.49206349207,181169.40553633217,185763.80737704918,175985.4779614325,7,5,2007,2007,171483.95617879054,179803.6792189679,213732.90097087377,108.0,184034.89625585024,225230.44204018547,202688.4789644013,183632.6209000763,165652.29590766,235413.72009569377,664,184694.69028662422,0,544,1208,182021.19537815126,214914.42914979756,1,186825.1131934033,0,0,1208,1,0,2,0,2,1,183429.14705882352,0,141331.48260869566,202892.65632183908,2007.0,2,187489.8360030511,105,54,0,0,0,0,0,9,2007,272291.752,195400,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,False,True
430,20,191004.99478714162,130.0,11457,1,0,181623.4258555133,242247.44736842104,184495.49206349207,181169.40553633217,185763.80737704918,175985.4779614325,6,5,1988,1988,171483.95617879054,179803.6792189679,163077.45045045044,0.0,184034.89625585024,149805.714511041,202688.4789644013,183632.6209000763,192789.65789473685,235413.72009569377,1005,184694.69028662422,0,387,1392,182021.19537815126,142362.8761682243,1,186825.1131934033,0,0,1412,1,0,2,0,3,1,183429.14705882352,1,205723.48881789137,202892.65632183908,1988.0,2,187489.8360030511,0,0,169,0,0,0,0,3,2009,175202.21953255427,175000,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True
431,160,126316.83027522935,21.0,1680,1,0,176938.0475285171,104493.75,184495.49206349207,181169.40553633217,135911.62790697673,210051.76404494382,6,5,1971,1971,171483.95617879054,179803.6792189679,163077.45045045044,232.0,184034.89625585024,149805.714511041,140759.81818181818,183632.6209000763,165652.29590766,161573.06818181818,387,184694.69028662422,0,96,483,182021.19537815126,142362.8761682243,1,186825.1131934033,504,0,987,0,0,1,1,2,1,183429.14705882352,0,141331.48260869566,134091.16279069768,1971.0,1,187489.8360030511,0,0,0,0,0,0,0,7,2008,146526.62376237623,85400,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True
432,50,126316.83027522935,60.0,5586,1,0,176938.0475285171,128225.30088495575,142475.4814814815,181169.40553633217,185763.80737704918,143116.74025974027,6,7,1920,1998,171483.95617879054,179803.6792189679,149422.17727272728,0.0,184034.89625585024,132291.07534246575,140759.81818181818,183632.6209000763,165652.29590766,170670.57674418605,0,184694.69028662422,0,901,901,182021.19537815126,156858.87136929462,1,186825.1131934033,110,0,1198,0,0,1,0,4,1,183429.14705882352,0,141331.48260869566,103317.28395061729,1978.5061638868744,0,103317.28395061729,0,98,0,0,0,0,0,9,2008,146526.62376237623,79900,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
433,160,126316.83027522935,24.0,1920,1,0,176938.0475285171,104493.75,184495.49206349207,181169.40553633217,181959.34210526315,210051.76404494382,5,5,1971,1971,171483.95617879054,179803.6792189679,163077.45045045044,376.0,184034.89625585024,149805.714511041,140759.81818181818,183632.6209000763,165652.29590766,161573.06818181818,471,184694.69028662422,0,294,765,182021.19537815126,214914.42914979756,1,186825.1131934033,600,0,1365,1,0,1,1,2,1,146385.48387096773,0,141331.48260869566,134091.16279069768,1971.0,2,187489.8360030511,240,36,0,0,0,0,0,8,2007,175202.21953255427,122500,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True
434,60,191004.99478714162,100.0,10839,1,0,181623.4258555133,192854.50632911394,184495.49206349207,181169.40553633217,185763.80737704918,210051.76404494382,6,5,1997,1998,171483.95617879054,179803.6792189679,213732.90097087377,0.0,184034.89625585024,225230.44204018547,202688.4789644013,183632.6209000763,165652.29590766,170670.57674418605,0,184694.69028662422,0,926,926,182021.19537815126,214914.42914979756,1,186825.1131934033,678,0,1604,0,0,2,1,3,1,183429.14705882352,1,205723.48881789137,202892.65632183908,1997.0,2,187489.8360030511,0,36,0,0,0,0,0,7,2008,175202.21953255427,181000,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
435,180,126316.83027522935,21.0,1890,1,0,176938.0475285171,98576.4705882353,184495.49206349207,181169.40553633217,135911.62790697673,135074.48648648648,4,7,1972,1972,171483.95617879054,179803.6792189679,231690.65573770492,0.0,168897.5684931507,149805.714511041,202688.4789644013,183632.6209000763,206643.42081447964,161573.06818181818,495,184694.69028662422,0,135,630,182021.19537815126,156858.87136929462,1,186825.1131934033,0,0,630,1,0,1,0,1,1,183429.14705882352,0,141331.48260869566,103317.28395061729,1978.5061638868744,0,103317.28395061729,88,0,0,0,0,0,0,6,2008,175202.21953255427,81000,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
436,60,191004.99478714162,43.0,10667,1,0,223854.6170212766,197965.77333333335,215184.2105263158,181169.40553633217,185763.80737704918,210051.76404494382,7,6,1996,1996,171483.95617879054,179803.6792189679,213732.90097087377,0.0,184034.89625585024,225230.44204018547,202688.4789644013,183632.6209000763,206643.42081447964,235413.72009569377,385,209942.1052631579,344,70,799,182021.19537815126,214914.42914979756,1,186825.1131934033,834,0,1661,1,0,2,1,3,1,183429.14705882352,1,205723.48881789137,202892.65632183908,1996.0,2,187489.8360030511,158,61,0,0,0,0,0,4,2009,175202.21953255427,212000,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True
437,50,126316.83027522935,40.0,4400,1,0,176938.0475285171,128225.30088495575,184495.49206349207,181169.40553633217,185763.80737704918,143116.74025974027,6,8,1920,1950,171483.95617879054,179803.6792189679,162990.0,0.0,184034.89625585024,132291.07534246575,115692.02857142857,183632.6209000763,165652.29590766,170670.57674418605,0,184694.69028662422,0,648,648,182021.19537815126,142362.8761682243,1,122196.89361702128,384,0,1118,0,0,1,0,2,1,183429.14705882352,0,141331.48260869566,134091.16279069768,1990.0,2,187489.8360030511,0,0,0,0,0,0,0,10,2006,175202.21953255427,116000,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True
438,45,126316.83027522935,50.0,6000,1,0,176938.0475285171,124834.05172413793,184495.49206349207,181169.40553633217,185763.80737704918,110150.0,6,7,1926,2004,171483.95617879054,179803.6792189679,149841.64563106795,0.0,184034.89625585024,225230.44204018547,140759.81818181818,183632.6209000763,165652.29590766,170670.57674418605,0,184694.69028662422,0,884,884,182021.19537815126,156858.87136929462,1,186825.1131934033,0,0,904,0,0,1,0,2,1,183429.14705882352,0,141331.48260869566,134091.16279069768,1926.0,1,187489.8360030511,0,0,105,0,0,0,0,1,2009,175202.21953255427,119000,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,True
439,30,191004.99478714162,40.0,4280,1,0,176938.0475285171,210624.72549019608,184495.49206349207,181169.40553633217,185763.80737704918,175985.4779614325,5,6,1913,2002,171483.95617879054,179803.6792189679,150655.07692307694,0.0,184034.89625585024,225230.44204018547,140759.81818181818,183632.6209000763,165652.29590766,151852.7027027027,365,184694.69028662422,0,75,440,182021.19537815126,142362.8761682243,0,186825.1131934033,0,0,694,0,0,1,0,2,1,183429.14705882352,1,226351.41578947369,134091.16279069768,1990.0,1,215860.7142857143,0,0,34,0,0,0,0,3,2007,175202.21953255427,90350,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,True,False
440,50,191004.99478714162,67.0,12354,1,0,181623.4258555133,128219.7,184495.49206349207,181169.40553633217,185763.80737704918,143116.74025974027,6,8,1920,2000,171483.95617879054,179803.6792189679,149841.64563106795,0.0,184034.89625585024,132291.07534246575,140759.81818181818,121809.53333333334,192789.65789473685,170670.57674418605,0,184694.69028662422,0,684,684,182021.19537815126,156858.87136929462,1,186825.1131934033,512,0,1196,0,0,1,0,3,1,183429.14705882352,0,141331.48260869566,134091.16279069768,2005.0,2,187489.8360030511,0,46,0,0,0,0,800,8,2009,175202.21953255427,110000,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,True
441,20,191004.99478714162,105.0,15431,1,0,176938.0475285171,316270.6233766234,184495.49206349207,181169.40553633217,185763.80737704918,175985.4779614325,10,5,2008,2008,218876.93356643355,179803.6792189679,213732.90097087377,200.0,184034.89625585024,225230.44204018547,327041.04132231406,183632.6209000763,257689.80597014926,235413.72009569377,1767,209942.1052631579,539,788,3094,182021.19537815126,214914.42914979756,1,186825.1131934033,0,0,2402,1,0,2,0,2,1,183429.14705882352,2,226351.41578947369,202892.65632183908,2008.0,3,187489.8360030511,0,72,0,0,170,0,0,4,2009,175202.21953255427,555000,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True
442,90,191004.99478714162,92.0,12108,1,0,176938.0475285171,128219.7,184495.49206349207,181169.40553633217,133541.07692307694,175985.4779614325,4,4,1955,1955,171483.95617879054,179803.6792189679,213732.90097087377,270.0,184034.89625585024,149805.714511041,140759.81818181818,183632.6209000763,165652.29590766,161573.06818181818,133,184694.69028662422,0,1307,1440,182021.19537815126,142362.8761682243,0,107675.44444444444,0,0,1440,0,0,2,0,4,2,183429.14705882352,0,141331.48260869566,103317.28395061729,1978.5061638868744,0,103317.28395061729,0,0,0,0,0,0,0,9,2008,175202.21953255427,118000,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True
443,50,126316.83027522935,52.0,6240,1,0,176938.0475285171,124834.05172413793,184495.49206349207,181169.40553633217,185763.80737704918,143116.74025974027,5,7,1930,1992,171483.95617879054,179803.6792189679,149422.17727272728,0.0,184034.89625585024,225230.44204018547,140759.81818181818,183632.6209000763,165652.29590766,170670.57674418605,0,184694.69028662422,0,1078,1078,182021.19537815126,142362.8761682243,1,186825.1131934033,445,0,1573,0,0,2,0,3,1,183429.14705882352,1,226351.41578947369,134091.16279069768,1930.0,2,187489.8360030511,0,0,0,0,0,0,0,6,2008,175202.21953255427,162900,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False
444,120,191004.99478714162,53.0,3922,1,0,176938.0475285171,194870.88235294117,184495.49206349207,181169.40553633217,181959.34210526315,175985.4779614325,7,5,2006,2007,171483.95617879054,179803.6792189679,150655.07692307694,72.0,184034.89625585024,225230.44204018547,327041.04132231406,183632.6209000763,206643.42081447964,170670.57674418605,0,184694.69028662422,0,1258,1258,182021.19537815126,214914.42914979756,1,186825.1131934033,0,0,1258,0,0,2,0,2,1,183429.14705882352,1,226351.41578947369,202892.65632183908,2007.0,3,187489.8360030511,144,16,0,0,0,0,0,6,2007,272291.752,172500,False,False,True,False,False,True,False,False,False,True,False,True,True,False,False,False,True
445,60,191004.99478714162,70.0,8750,1,0,176938.0475285171,197965.77333333335,184495.49206349207,181169.40553633217,185763.80737704918,210051.76404494382,7,5,1994,1995,171483.95617879054,179803.6792189679,213732.90097087377,0.0,168897.5684931507,225230.44204018547,202688.4789644013,183632.6209000763,165652.29590766,235413.72009569377,642,184694.69028662422,0,273,915,182021.19537815126,214914.42914979756,1,186825.1131934033,975,0,1908,1,0,2,1,4,1,183429.14705882352,1,205723.48881789137,202892.65632183908,1994.0,2,187489.8360030511,144,133,0,0,0,0,0,7,2008,175202.21953255427,210000,False,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,True
446,20,191004.99478714162,73.0,9855,1,0,181623.4258555133,128219.7,184495.49206349207,181169.40553633217,185763.80737704918,175985.4779614325,6,5,1956,1956,218876.93356643355,179803.6792189679,149841.64563106795,0.0,184034.89625585024,149805.714511041,140759.81818181818,183632.6209000763,165652.29590766,170670.57674418605,0,184694.69028662422,0,1436,1436,182021.19537815126,123919.48979591837,1,186825.1131934033,0,0,1689,0,0,1,0,3,1,183429.14705882352,1,226351.41578947369,202892.65632183908,1956.0,2,187489.8360030511,0,0,0,0,0,0,0,11,2009,175202.21953255427,127500,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True
447,20,191004.99478714162,137.0,16492,1,0,181623.4258555133,145847.08,225875.0,181169.40553633217,185763.80737704918,175985.4779614325,6,6,1966,2002,171483.95617879054,179803.6792189679,194573.0,0.0,184034.89625585024,149805.714511041,140759.81818181818,183632.6209000763,165652.29590766,161573.06818181818,247,164917.12962962964,713,557,1517,182021.19537815126,214914.42914979756,1,186825.1131934033,0,0,1888,0,0,2,1,2,1,168393.33333333334,1,226351.41578947369,202892.65632183908,1966.0,2,187489.8360030511,0,0,0,0,0,0,0,6,2010,175202.21953255427,190000,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,False,True
448,60,191004.99478714162,70.04995836802665,11214,1,0,181623.4258555133,192854.50632911394,184495.49206349207,181169.40553633217,185763.80737704918,210051.76404494382,7,5,1998,1999,171483.95617879054,179803.6792189679,213732.90097087377,0.0,184034.89625585024,225230.44204018547,202688.4789644013,183632.6209000763,165652.29590766,170670.57674418605,0,184694.69028662422,0,930,930,182021.19537815126,156858.87136929462,1,186825.1131934033,930,0,1886,0,0,2,1,4,1,183429.14705882352,1,205723.48881789137,202892.65632183908,1998.0,2,187489.8360030511,89,0,0,0,0,0,0,7,2006,175202.21953255427,199900,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,False,True
449,50,126316.83027522935,50.0,8600,1,0,176938.0475285171,100123.78378378379,184495.49206349207,181169.40553633217,185763.80737704918,143116.74025974027,6,6,1937,1950,171483.95617879054,179803.6792189679,149422.17727272728,0.0,184034.89625585024,132291.07534246575,140759.81818181818,183632.6209000763,165652.29590766,170670.57674418605,0,184694.69028662422,0,780,780,182021.19537815126,142362.8761682243,1,186825.1131934033,596,0,1376,0,0,2,0,3,1,183429.14705882352,1,226351.41578947369,134091.16279069768,1937.0,1,187489.8360030511,0,0,0,0,0,0,0,6,2006,175202.21953255427,119500,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
450,50,126316.83027522935,50.0,6000,1,0,176938.0475285171,128225.30088495575,184495.49206349207,181169.40553633217,185763.80737704918,143116.74025974027,3,7,1948,2002,171483.95617879054,179803.6792189679,149422.17727272728,0.0,168897.5684931507,149805.714511041,140759.81818181818,183632.6209000763,165652.29590766,161573.06818181818,331,184694.69028662422,0,318,649,182021.19537815126,214914.42914979756,1,186825.1131934033,504,0,1183,0,0,1,1,2,1,183429.14705882352,0,141331.48260869566,134091.16279069768,1981.0,1,187489.8360030511,0,176,0,0,0,0,0,6,2007,175202.21953255427,120000,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True
451,30,126316.83027522935,70.0,5684,1,0,176938.0475285171,128225.30088495575,184495.49206349207,181169.40553633217,185763.80737704918,175985.4779614325,6,8,1930,2005,218876.93356643355,179803.6792189679,149841.64563106795,0.0,184034.89625585024,132291.07534246575,140759.81818181818,183632.6209000763,165652.29590766,170670.57674418605,0,184694.69028662422,0,813,813,182021.19537815126,214914.42914979756,1,122196.89361702128,0,0,813,0,0,1,0,2,1,183429.14705882352,0,141331.48260869566,134091.16279069768,1932.0,1,123573.35416666667,0,113,0,0,0,0,0,6,2006,175202.21953255427,110000,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False
452,20,191004.99478714162,62.0,70761,1,0,176938.0475285171,212565.42857142858,184495.49206349207,181169.40553633217,185763.80737704918,175985.4779614325,7,5,1975,1975,171483.95617879054,390250.0,175942.37962962964,0.0,184034.89625585024,149805.714511041,202688.4789644013,183632.6209000763,257689.80597014926,161573.06818181818,655,184694.69028662422,0,878,1533,182021.19537815126,142362.8761682243,1,186825.1131934033,0,0,1533,1,0,2,0,2,1,183429.14705882352,2,205723.48881789137,202892.65632183908,1975.0,2,187489.8360030511,200,54,0,0,0,0,0,12,2006,175202.21953255427,280000,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,True
453,60,191004.99478714162,70.04995836802665,9303,1,0,181623.4258555133,242247.44736842104,184495.49206349207,181169.40553633217,185763.80737704918,210051.76404494382,6,5,1996,1997,218876.93356643355,179803.6792189679,213732.90097087377,42.0,184034.89625585024,225230.44204018547,327041.04132231406,183632.6209000763,165652.29590766,161573.06818181818,742,184694.69028662422,0,130,872,182021.19537815126,214914.42914979756,1,186825.1131934033,868,0,1756,1,0,2,1,3,1,183429.14705882352,0,141331.48260869566,202892.65632183908,1996.0,2,187489.8360030511,144,122,0,0,0,0,0,7,2007,175202.21953255427,204000,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True
454,60,214014.06153846154,75.0,9000,1,0,176938.0475285171,225379.83720930232,184495.49206349207,181169.40553633217,185763.80737704918,210051.76404494382,8,5,2008,2008,171483.95617879054,179803.6792189679,213732.90097087377,0.0,184034.89625585024,225230.44204018547,202688.4789644013,183632.6209000763,165652.29590766,170670.57674418605,0,184694.69028662422,0,768,768,182021.19537815126,214914.42914979756,1,186825.1131934033,804,0,1590,0,0,2,1,3,1,183429.14705882352,0,141331.48260869566,202892.65632183908,2008.0,2,187489.8360030511,0,30,0,0,0,0,0,6,2009,175202.21953255427,210000,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,False,True
455,90,191004.99478714162,63.0,9297,1,0,176938.0475285171,156270.1224489796,184495.49206349207,181169.40553633217,133541.07692307694,175985.4779614325,5,5,1976,1976,171483.95617879054,179803.6792189679,175942.37962962964,0.0,184034.89625585024,149805.714511041,140759.81818181818,183632.6209000763,165652.29590766,161573.06818181818,1606,184694.69028662422,0,122,1728,182021.19537815126,142362.8761682243,1,186825.1131934033,0,0,1728,2,0,2,0,4,2,183429.14705882352,0,141331.48260869566,134091.16279069768,1976.0,2,187489.8360030511,0,0,0,0,0,0,0,7,2006,149600.0,188000,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True
456,20,191004.99478714162,80.0,9600,1,0,176938.0475285171,189050.0684931507,184495.49206349207,181169.40553633217,185763.80737704918,175985.4779614325,7,6,1973,1973,218876.93356643355,179803.6792189679,163077.45045045044,320.0,184034.89625585024,149805.714511041,140759.81818181818,183632.6209000763,165652.29590766,161573.06818181818,916,184694.69028662422,0,326,1242,182021.19537815126,123919.48979591837,1,186825.1131934033,0,0,1242,0,0,1,1,3,1,183429.14705882352,1,205723.48881789137,202892.65632183908,1973.0,2,187489.8360030511,0,0,0,0,0,0,0,9,2007,175202.21953255427,175500,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True
457,70,126316.83027522935,34.0,4571,1,0,176938.0475285171,128225.30088495575,184495.49206349207,181169.40553633217,185763.80737704918,210051.76404494382,5,5,1916,1950,171483.95617879054,179803.6792189679,107385.55,0.0,184034.89625585024,132291.07534246575,140759.81818181818,183632.6209000763,165652.29590766,170670.57674418605,0,184694.69028662422,0,624,624,182021.19537815126,123919.48979591837,0,186825.1131934033,720,0,1344,0,0,1,0,4,1,183429.14705882352,0,141331.48260869566,134091.16279069768,1916.0,3,123573.35416666667,0,0,96,0,0,0,0,5,2008,146526.62376237623,98000,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True
